wkt_geom,Station,Name,lat,lon,Elevation,Basin_Area
Point (35.63419999999999987 36.95779999999999887),E20A004,CEYHAN N. MİSİS,36.9578,35.6342,15,20466
Point (36.54390000000000072 36.30689999999999884),E19A006,AFRİN DERESİ MÜŞRÜFLÜ,36.3069,36.5439,98,2764.4
Point (36.35329999999999728 36.25139999999999674),E19A007,ASİ N. DEMİRKÖPRÜ,36.2514,36.3533,85,16170
Point (36.084699999999998 37.36189999999999856),E20A008,SAVRUN D. KADİRLİ,37.3619,36.0847,70,480
Point (37.00110000000000099 38.14860000000000184),E20A009,GÖKSUN Ç. POSKOFLU,38.1486,37.0011,1040,1387.2
Point (36.56969999999999743 38.03190000000000026),E20A006,GÖKSUN Ç. KARAAHMET,38.0319,36.5697,1324,739.2
Point (35.91749999999999687 37.34140000000000015),E20A007,SONBOZ Ç. ÇUKURKÖPRÜ,37.3414,35.9175,35,623
Point (37.30499999999999972 41.06029999999999802),E22A066,CEVİZDERE DÜZKÖY,41.0603,37.305,42,373.5
Point (41.00919999999999987 41.03940000000000055),E22A067,SÜTLÜCE HODİGOR ÇAYI,41.0394,41.0092,305,504.6
Point (38.53999999999999915 40.87749999999999773),E22A064,BÜYÜK DERE DOKUZTEPE,40.8775,38.54,94,75.3
Point (37.43610000000000326 40.9883000000000024),E22A065,ELEKÇİ DERESİ BOZDAĞI,40.9883,37.4361,72,386.4
Point (40.07059999999999889 40.85029999999999717),E22A070,KÜÇÜKDERE Ç. ÇİMENLİ,40.8503,40.0706,167,88.6
Point (37.20139999999999958 41.11580000000000013),E22A071,CURA Ç. CURİ,41.1158,37.2014,23,226
Point (39.32390000000000185 40.54639999999999844),E22A068,DOĞANKENT Ç. TORUL,40.5464,39.3239,965,1698.6
Point (37.54690000000000083 40.9375),E22A069,TAŞDİBEKDERESİ DEREKÖY,40.9375,37.5469,98,117.5
Point (37.89670000000000272 40.88640000000000185),E22A047,MELET Ç. GOCALLI KÖPRÜSÜ,40.8864,37.8967,41,1859.2
Point (38.17560000000000286 40.92690000000000339),E22A053,PAZARSUYU EMECAN,40.9269,38.1756,20,770.7
Point (37.67560000000000286 40.54939999999999856),E22A038,MELET Ç. ARICILAR,40.5494,37.6756,949,1024.4
Point (36.82639999999999958 41.08310000000000173),E22A045,TERME Ç. GÖKÇELİ,41.0831,36.8264,66,232.8
Point (36.28000000000000114 41.24139999999999873),E22A062,MERT IRMAĞI ÇORAK,41.2414,36.28,44,740
Point (38.00189999999999912 40.95530000000000115),E22A063,TURNASUYU KAPÇULLU,40.9553,38.0019,18,274.5
Point (37.147199999999998 41.11059999999999803),E22A054,AKÇAY  DURAKLI,41.1106,37.1472,35,222.2
Point (38.46059999999999945 40.78439999999999799),E22A061,AKSU DERESİ ÇALCA,40.7844,38.4606,175,741
Point (28.23329999999999984 39.64999999999999858),D03A084,DEGİRMENCIK DERESI EYÜPBÜKÜ,39.65,28.2333,160,234
Point (28.87079999999999913 40.13779999999999859),D03A085,Yaylacik D. Inegazi,40.1378,28.8708,306,13
Point (29.62580000000000169 39.32750000000000057),D03A083,KOCADERE ESATLAR,39.3275,29.6258,945,847
Point (29.61670000000000158 39.33330000000000126),D03A083,KOCADERE ESATLAR,39.3333,29.6167,945,847
Point (27.96669999999999945 39.908299999999997),D03A087,KOCABÜK D. YESİLOVA,39.9083,27.9667,250,142
Point (29.10000000000000142 39.94689999999999941),D03A089,Orhaneli Ç. Çaltilibük,39.9469,29.1,65,4591
Point (28.26360000000000028 39.39609999999999701),D03A086,KOCADERE ADALİ,39.3961,28.2636,375,63
Point (27.96030000000000015 39.90500000000000114),D03A087,KOCABÜK DERESİ YESİLOVA,39.905,27.9603,250,142
Point (28.96809999999999974 40.12109999999999843),D03A075,Nilüfer Ç. Doganci Brj.Çikis,40.1211,28.9681,250,446
Point (27.51970000000000027 39.58030000000000115),D03A076,KARADERE DADALAR,39.5803,27.5197,200,209
Point (28.03330000000000055 40.66669999999999874),D03A067,MÜRVETLER DERESİ MÜRVETLER SOL ANAKANAL,40.6667,28.0333,50,307
Point (28.98329999999999984 39.60000000000000142),D03A073,Emet Ç. Gökçedag,39.6,28.9833,350,2500
Point (28.1875 40.30469999999999686),D03A082,Kocadere Keçiler,40.3047,28.1875,65,40
Point (29.61670000000000158 39.31669999999999732),D03A083,KOCADERE ESATLAR,39.3167,29.6167,945,847
Point (28.01640000000000086 40.02559999999999718),D03A081,MÜRVETLER D. MÜRVETLER,40.0256,28.0164,31,272
Point (28.68329999999999913 40.033299999999997),D03A081,MÜRVETLER DERESİ MÜRVETLER,40.0333,28.6833,31,272
Point (28.15719999999999956 40.16109999999999758),D03A115,Karadere Ismetpasa,40.1611,28.1572,15,3478
Point (29.16669999999999874 39.23329999999999984),D03A117,BAĞLARYANİ D. ARAPŞAH,39.2333,29.1667,785,50
Point (29.16669999999999874 39.51670000000000016),D03A104,Degirmendere Doganlar,39.5167,29.1667,535,2
Point (28.29919999999999902 39.9731000000000023),D03A108,KARADERE PAŞALAR,39.9731,28.2992,95,86
Point (29.63329999999999842 39.81669999999999732),D03A118,KARAERİK D. DOMUR,39.8167,29.6333,875,48
Point (29.5 39.783299999999997),D03A120,KAYA D. YEŞİLKÖY,39.7833,29.5,810,46
Point (29.18329999999999913 39.23329999999999984),D03A117,BAĞLARYANİ D. ARAPŞAH,39.2333,29.1833,785,50
Point (29.61670000000000158 39.81669999999999732),D03A118,Karaerik D. Domur,39.8167,29.6167,875,48
Point (29.12109999999999843 39.26389999999999958),D03A095,KABAKLAR D. HASANLAR,39.2639,29.1211,875,43
Point (28.30750000000000099 39.40919999999999845),D03A096,OBEN DERESİ OKÇULAR,39.4092,28.3075,405,24
Point (29.11670000000000158 39.25),D03A095,KABAKLAR D. HASANLAR,39.25,29.1167,875,43
Point (29.13329999999999842 39.25),D03A095,KABAKLAR D. HASANLAR,39.25,29.1333,875,43
Point (29.82999999999999829 39.81439999999999912),D03A102,Orhaneli Ç. Çayören,39.8144,29.83,575,2830
Point (29.14999999999999858 39.51670000000000016),D03A104,DEĞİRMENDERE DOĞANLAR,39.5167,29.15,535,275
Point (28.35279999999999845 40.19720000000000226),D03A100,SUSURLUK Ç. CANBOLU,40.1972,28.3528,8,7009
Point (29.34690000000000154 39.80330000000000013),D03A102,ORHANELİ Ç. ÇAYÖREN,39.8033,29.3469,575,2830
Point (27.92810000000000059 39.50419999999999732),D03A013,KİLLE ÇAYI IKİZCETEPELER,39.5042,27.9281,123,470
Point (29.6136000000000017 39.19830000000000325),D03A017,BEDİR Ç. ÇAVDARHİSAR,39.1983,29.6136,1018,147
Point (27.54560000000000031 39.61469999999999914),D03A008,MADRA ÇAYI Kahve,39.6147,27.5456,181,784
Point (27.54579999999999984 39.61469999999999914),D03A008,MADRA Ç. KAHVE,39.6147,27.5458,181,784
Point (29.60940000000000083 39.43139999999999645),D03A020,Kocadere Akcasehir,39.4314,29.6094,873,1082
Point (29.6136000000000017 39.43999999999999773),D03A020,KOCADERE AKÇAŞEHİR,39.44,29.6136,873,1082.7
Point (29.53330000000000055 39.22109999999999985),D03A018,KIZIK S. AĞARİ,39.2211,29.5333,1039,60
Point (29.55890000000000128 39.22109999999999985),D03A018,KIZIK S. AĞARİ,39.2211,29.5589,1039,60
Point (29.8169000000000004 41.14000000000000057),D02A165,HAYDARLI D. KURFALLI,41.14,29.8169,9,7
Point (28.45919999999999916 41.16360000000000241),D02A166,KARASU D. KALEİÇİ,41.1636,28.4592,20,254
Point (28.91689999999999827 40.58169999999999789),D02A163,ÇALDERE ESENKÖY,40.5817,28.9169,82,33
Point (29.76170000000000115 40.5625),D02A164,KARADERE TACİR,40.5625,29.7617,414,130
Point (28.56500000000000128 39.91420000000000101),D03A004,ALİOVA Ç. DEVECİ KONAĞI,39.9142,28.565,62,4888
Point (28.56670000000000087 39.91669999999999874),D03A004,Kille (Aliova) Ç. Deveci Konagi,39.9167,28.5667,50,4888
Point (26.886099999999999 40.125),D02G059,Atikhisar Brj. Göl Gözlem,40.125,26.8861,37,321.92
Point (29.97250000000000014 40.67499999999999716),D02G139,Yuvacik Brj. Göl Gözlem,40.675,29.9725,122,255
Point (27.95579999999999998 39.71719999999999828),D03A051,KÖTEYLİ DERESİ DEĞİRMENBOĞAZI,39.7172,27.9558,120,82
Point (28.72779999999999845 39.62639999999999674),D03A052,DURSUNBEY ÇAYI SİNDERLER,39.6264,28.7278,294,975
Point (29.00140000000000029 40.0852999999999966),D03A044,Nilüfer Ç. Selahattin Saygi Brj.Giris,40.0853,29.0014,341,372
Point (29 39.81669999999999732),D03A049,Cuma D. Cumayeri,39.8167,29,650,127
Point (28.28330000000000055 40.283299999999997),D03A064,Gölecik D. Gölecik,40.2833,28.2833,207,79
Point (28.03859999999999886 40.06810000000000116),D03A067,MÜRVETLER DERESĠ MÜRVETLER SOL ANAKANAL,40.0681,28.0386,50,307
Point (29.03330000000000055 40.04999999999999716),D03A054,NİLÜFER Ç. GÜNEYBAYIR,40.05,29.0333,385,307.6
Point (28.94109999999999872 40.09920000000000329),D03A056,Sultaniye D. Sultaniye,40.0992,28.9411,368,38
Point (28.12330000000000041 39.2231000000000023),D03A025,CÜNEYT ÇAYI CÜNEYT KÖPRÜSÜ,39.2231,28.1233,225,194
Point (29.31830000000000069 40.22249999999999659),D03A027,Gölbasi G. Çikis,40.2225,29.3183,119,64
Point (27.92579999999999885 39.58440000000000225),D03A021,ÜZÜMCÜ ÇAYI KÜÇÜK BOSTANCI,39.5844,27.9258,100,521.5
Point (27.3686000000000007 39.52940000000000254),D03A024,MADRA ÇAYI Ayakli,39.5294,27.3686,250,239
Point (29.14859999999999829 40.12279999999999802),D03A038,Kirkpinarlar D. Uludag,40.1228,29.1486,1675,8
Point (28.20530000000000115 39.27890000000000015),D03A043,SİMAV ÇAYI ÇAYGÖREN BARAJI-DOLUSAVAK,39.2789,28.2053,215,1510
Point (29.3119000000000014 40.20830000000000126),D03A028,AKSU D. GÖLBAŞI GÖLÜ GİRİŞ,40.2083,29.3119,151,50
Point (28.32440000000000069 39.25860000000000127),D03A034,SİMAV ÇAYI OSMANLAR,39.2586,28.3244,271,1253
Point (29.04189999999999827 40.99419999999999931),D02A137,KURBAĞALI D. KADIKÖY,40.9942,29.0419,3,40
Point (29.04279999999999973 40.99499999999999744),D02A137,KURBAĞALI DERE KADIKÖY,40.995,29.0428,3,40
Point (28.97609999999999886 41.08279999999999887),D02A136,KAĞITHANE D. KAĞITHANE,41.0828,28.9761,3,182
Point (28.97670000000000101 41.08359999999999701),D02A136,KAGITHANE DERE KAGITHANE,41.0836,28.9767,3,182
Point (29.51559999999999917 41.12219999999999942),D02A140,Yesildere KALEDİBİ,41.1222,29.5156,20,63
Point (27.25420000000000087 41.988900000000001),D02A141,DEGİRMENDERE KOCAYAZI,41.9889,27.2542,428,44
Point (27.32610000000000028 39.83420000000000272),D02A138,GÖNEN ÇAYI Bayatlar,39.8342,27.3261,180,650
Point (29.51470000000000127 41.12109999999999843),D02A140,YEŞİL D. KALEDİBİ,41.1211,29.5147,20,63
Point (29.48689999999999856 40.61500000000000199),D02A133,Yagcidere Semetler,40.615,29.4869,104,17
Point (29.48669999999999902 40.61529999999999774),D02A133,YAGCĠDERE SEMETLER,40.6153,29.4867,117,17
Point (27.81169999999999831 40.41109999999999758),D02A130,AYNA DERE ERDEK,40.4111,27.8117,60,5
Point (26.83079999999999998 40.03920000000000101),D02A132,KOCAÇAY DERESİ Kumarlar,40.0392,26.8308,185,40.3
Point (29.58060000000000045 40.60060000000000002),D02A135,AVCIDERE AVCIKÖY,40.6006,29.5806,150,36
Point (29.58170000000000144 40.60249999999999915),D02A135,Avcidere Avciköy,40.6025,29.5817,138,36
Point (29.47469999999999857 40.63329999999999842),D02A134,Karadere Karadereköyü,40.6333,29.4747,71,22
Point (29.47469999999999857 40.64999999999999858),D02A134,KARADERE KARADEREKÖYÜ,40.65,29.4747,71,22
Point (28.18939999999999912 41.14110000000000156),D02A158,KOVA D. BÜYÜK KILIÇLI,41.1411,28.1894,38,71
Point (28.18969999999999843 41.14220000000000255),D02A158,KOVA D. BÜYÜK KILIÇLI,41.1422,28.1897,38,71
Point (29.6183000000000014 41.11500000000000199),D02A157,İMREN D. OVACIK,41.115,29.6183,49,6
Point (29.61890000000000001 41.11580000000000013),D02A157,İMREN D. OVACIK,41.1158,29.6189,49,6
Point (29.00309999999999988 41.22529999999999717),D02A161,TATLISU D. KİLYOS,41.2253,29.0031,25,6
Point (29.4267000000000003 40.59969999999999857),D02A162,BURHANİYE DERESİ ÇUKUR KÖY,40.5997,29.4267,190,13.89
Point (29.66829999999999856 41.15109999999999957),D02A159,YUNUSLU D. ÇAYIRBAŞI,41.1511,29.6683,8,18
Point (29.66920000000000002 41.1518999999999977),D02A159,YUNUSLU D. ÇAYIRBAŞI,41.1519,29.6692,8,18
Point (27.9842000000000013 41.61610000000000298),D02A150,YENE SUYU BALKAYA,41.6161,27.9842,65,50.4
Point (27.9377999999999993 41.8755999999999986),D02A151,DEGĠRMENDERE IGNEADA,41.8756,27.9378,5,51
Point (27.85000000000000142 41.63329999999999842),D02A143,KAZANDERE KÜÇÜKYAYLA,41.6333,27.85,175,62
Point (29.85219999999999985 41.07189999999999941),D02A149,ÇANAKDERE SUNGURLU,41.0719,29.8522,16,272
Point (29.57920000000000016 40.52360000000000184),D02A155,CANAVARDERE İZNİK MAHMUDİYE,40.5236,29.5792,265,37
Point (27.1869000000000014 42.01189999999999714),D02A156,KURUDERE AHMETLER,42.0119,27.1869,476,27
Point (28.0113999999999983 41.76970000000000027),D02A152,PANAYIR D. PANAYIR ISK.,41.7697,28.0114,1,15
Point (27.9994000000000014 41.77609999999999957),D02A153,EKŞİ ELMA D. PANAYIR ISK.,41.7761,27.9994,14,9
Point (29.68939999999999912 41.14220000000000255),D02A102,KABAKÖZ D. KABAKÖZ,41.1422,29.6894,5,80
Point (29.69000000000000128 41.1430999999999969),D02A102,KABAKÖZ D. KABAKÖZ,41.1431,29.69,5,80
Point (29.89999999999999858 41.09309999999999974),D02A101,YILGIN D. ÇELEBİKÖY,41.0931,29.9,27,17
Point (29.68919999999999959 41.14189999999999969),D02A102,KABAKÖZ D. KABAKÖZ,41.1419,29.6892,5,80
Point (30.24719999999999942 41.14529999999999887),D02A104,Kumcagiz D. Kefken,41.1453,30.2472,5,49
Point (27.10500000000000043 39.76970000000000027),D02A105,KOVANLİK DERESI Boztas,39.7697,27.105,320,73.5
Point (30.24640000000000128 41.14419999999999789),D02A104,KUMCAĞIZ D. KEFKEN,41.1442,30.2464,5,49
Point (30.24670000000000059 41.14439999999999742),D02A104,KUMCAĞIZ D. KEFKEN,41.1444,30.2467,5,49
Point (30.14639999999999986 41.06750000000000256),D02A099,YENİDÜZ DERE KANDIRA,41.0675,30.1464,25,120
Point (30.02029999999999887 41.11580000000000013),D02A100,KURUDERE PARGALI,41.1158,30.0203,7,37
Point (30.17530000000000001 41.09109999999999729),D02A098,YULAFLI D. ALAYBEY,41.0911,30.1753,13,209
Point (30.17500000000000071 41.09140000000000015),D02A098,YULAFLI DERE ALAYBEY,41.0914,30.175,13,209
Point (29.89920000000000044 41.09219999999999828),D02A101,YILGIN D. ÇELEBİKÖY,41.0922,29.8992,27,17
Point (29.89939999999999998 41.09219999999999828),D02A101,YILGIN D. ÇELEBİKÖY,41.0922,29.8994,27,17
Point (30.02029999999999887 41.11610000000000298),D02A100,KURUDERE PARGALI,41.1161,30.0203,7,37
Point (30.02080000000000126 41.11719999999999686),D02A100,Kurudere Pargali,41.1172,30.0208,7,37
Point (29.17810000000000059 40.58500000000000085),D02A125,Sellimandira D. Gökçe Brj.Giris,40.585,29.1781,91,57
Point (29.17920000000000158 40.59109999999999729),D02A125,SELLĠMANDIRA D. GÖKÇE BRJ.GĠRIS,40.5911,29.1792,91,57
Point (27.32920000000000016 42.04579999999999984),D02A120,KOCADERE ÇAGLAYIK,42.0458,27.3292,275,202
Point (29.18169999999999931 40.375),D02A123,KOCADERE MURATOBA,40.375,29.1817,92,65
Point (27.91029999999999944 41.87720000000000198),D02A128,ELMALIDERE İĞNEADA,41.8772,27.9103,15,26
Point (27.29860000000000042 39.77309999999999945),D02A129,KARANLİK DERE Kiriklar,39.7731,27.2986,220,68
Point (29.59969999999999857 40.63219999999999743),D02A126,SULUDERE İHSANİYE,40.6322,29.5997,204,38
Point (29.59939999999999927 40.63280000000000314),D02A126,Suludere Ihsaniye,40.6328,29.5994,188,38
Point (28.52329999999999899 41.18500000000000227),D02A116,SARISU D. İZZETTİN,41.185,28.5233,8,83
Point (28.52359999999999829 41.18500000000000227),D02A116,SARISU D. İZZETTİN,41.185,28.5236,8,83
Point (28.88080000000000069 41.17560000000000286),D02A107,KILINCI D. KEMERBURGAZ,41.1756,28.8808,38,55
Point (28.8816999999999986 41.176400000000001),D02A107,KILINCI D. KEMERBURGAZ,41.1764,28.8817,38,55
Point (28.4997000000000007 41.10329999999999728),D02A117,ÇAKILDERE AHMEDİYE,41.1033,28.4997,30,55
Point (27.5580999999999996 41.89939999999999998),D02A119,VELİKA D. ARMUTVEREN,41.8994,27.5581,271,342
Point (28.52420000000000044 41.18580000000000041),D02A116,SARISU DERE İZZETTİN,41.1858,28.5242,8,83
Point (28.49889999999999901 41.102800000000002),D02A117,ÇAKIL D. AHMEDİYE,41.1028,28.4989,30,55
Point (29.46890000000000143 41.051400000000001),D02A055,OZAN D. BİÇKIDERE,41.0514,29.4689,70,87
Point (29.47030000000000172 41.05190000000000339),D02A055,OZAN D. BIÇKIDERE,41.0519,29.4703,70,87
Point (29.46920000000000073 41.05109999999999815),D02A055,OZAN D. BIÇKIDERE,41.0511,29.4692,70,87
Point (29.46940000000000026 41.05109999999999815),D02A055,OZAN D. BIÇKIDERE,41.0511,29.4694,70,87
Point (26.58170000000000144 40.0578000000000003),D02A065,Sariçay Nisankaya,40.0578,26.5817,70,215
Point (29.45469999999999899 40.96779999999999688),D02A067,GÖÇBEYLİ D. GÖÇBEYLİ,40.9678,29.4547,102,145
Point (27.88329999999999842 41.68189999999999884),D02A057,PAPUÇ D. KIZILAGAÇ,41.6819,27.8833,120,83
Point (27.88329999999999842 41.68330000000000268),D02A057,PAPUÇ D. KIZILAGAÇ,41.6833,27.8833,120,83
Point (29.50720000000000098 40.67860000000000298),D02A041,YALAK D. AYAZMA,40.6786,29.5072,21,269
Point (28.85249999999999915 41.16310000000000002),D02A047,MOLOVA DERE PİRİNÇCİKÖY,41.1631,28.8525,25,111
Point (27.05000000000000071 40.76670000000000016),D02A033,KOVANDERE EMİRALİ,40.7667,27.05,73,175
Point (29.49170000000000158 40.65970000000000084),D02A041,Yalak D. AYAZMA,40.6597,29.4917,17,269
Point (29.33330000000000126 40.43330000000000268),D02A051,İZNİK G. ÇIKIŞ KANALI,40.4333,29.3333,85,1235.2
Point (27.04810000000000159 40.32529999999999859),D02A052,ÇINAR DERE Çelikgürü,40.3253,27.0481,31,56
Point (28.85279999999999845 41.16310000000000002),D02A047,MOLOVA D. PİRİNÇCİKÖY,41.1631,28.8528,25,111
Point (28.85330000000000084 41.16389999999999816),D02A047,MOLOVA D. PĠRĠNÇCĠKÖY,41.1639,28.8533,25,111
Point (29.12809999999999988 40.47890000000000299),D02A089,KÜÇÜKKUMLA D. KÜÇÜKKUMLA,40.4789,29.1281,52,20
Point (29.11670000000000158 40.48329999999999984),D02A089,K.Kumla D. Küçükkumla,40.4833,29.1167,52,20
Point (29.08780000000000143 40.47939999999999827),D02A088,BÜYÜKKUMLA D. KÖPRÜ,40.4794,29.0878,5,32.82
Point (29.10000000000000142 40.5),D02A088,BÜYÜKKUMLA D. KÖPRÜ,40.5,29.1,20,32
Point (27.39999999999999858 40.86670000000000158),D02A094,ISIKLAR D. NAİPKÖY,40.8667,27.4,22,47
Point (27.41029999999999944 40.87720000000000198),D02A094,ISIKLAR D. NAİPKÖY,40.8772,27.4103,22,47
Point (28.96669999999999945 40.466700000000003),D02A092,YAMANDERE KAPAKLI,40.4667,28.9667,6,32
Point (28.96940000000000026 40.47390000000000043),D02A092,YAMANDERE KAPAKLI,40.4739,28.9694,6,32
Point (26.77809999999999846 40.39609999999999701),D02A070,BAYRAM DERE Adatepe,40.3961,26.7781,18,87
Point (39.216700000000003 40.56669999999999732),D02A077,Safran D. Kurtköy,40.5667,39.2167,131,51
Point (29.45469999999999899 40.96809999999999974),D02A067,GÖÇBEYLİ D. GÖÇBEYLİ,40.9681,29.4547,102,145
Point (27.11469999999999914 40.19109999999999872),D02A069,KAYNARCA DERESİ Cihadiye,40.1911,27.1147,40,73
Point (27.09939999999999927 39.8171999999999997),D02A084,Kocaçay Aşağıçavuş,39.8172,27.0994,295,51
Point (26.94500000000000028 39.95219999999999771),D02A085,KOCABAS ÇAYI Uzunalan,39.9522,26.945,141,165
Point (29.22609999999999886 40.57780000000000342),D02A077,SAFRAN D. KURTKÖY,40.5778,29.2261,131,51
Point (29.06670000000000087 40.61670000000000158),D02A083,Karpuz D. Tesvikiye,40.6167,29.0667,52,46
Point (26.54830000000000112 41.76219999999999999),D01A078,TUNCA N. DEĞİRMENYANI,41.7622,26.5483,35,8099
Point (28.03359999999999985 41.27530000000000143),D01A081,AMBARDERE ÇERKEZKÖY,41.2753,28.0336,149,123
Point (26.63080000000000069 41.852800000000002),D01A076,COBANDERE YUNLUCE,41.8528,26.6308,131,55
Point (26.73310000000000031 41.89390000000000214),D01A077,KOCADERE LALAPAġA,41.8939,26.7331,140,73
Point (29.77609999999999957 41.07639999999999958),D02A004,GÖKSU D. GÖKSU,41.0764,29.7761,18,395
Point (29.77609999999999957 41.07670000000000243),D02A004,GÖKSU D. GÖKSU,41.0767,29.7761,10,395
Point (26.56670000000000087 41.06669999999999732),D01G047,ALTINYAZI BRJ. GÖL GÖZLEM,41.0667,26.5667,38,85
Point (29.77580000000000027 41.07639999999999958),D02A004,GÖKSU DERE GÖKSU,41.0764,29.7758,10,395
Point (27.94440000000000168 41.49719999999999942),D01A063,AYVACIK D. AYVACIK,41.4972,27.9444,183,25
Point (26.67500000000000071 41.37219999999999942),D01A064,ÇAKMAK D. ÇAKMAK,41.3722,26.675,28,85
Point (26.60859999999999914 41.84389999999999787),D01A058,ÇÖMLEKDERE ÇÖMLEKKÖY,41.8439,26.6086,89,65
Point (26.51940000000000097 41.80830000000000268),D01A062,FİSINE D. B.ISMAİLCE,41.8083,26.5194,55,136
Point (27.63279999999999959 41.72330000000000183),D01A074,DEGĠRMENDERE YENĠCE,41.7233,27.6328,390,5
Point (26.63060000000000116 41.85249999999999915),D01A076,ÇOBANDERE YÜNLÜCE,41.8525,26.6306,131,55
Point (27.53059999999999974 41.70830000000000126),D01A065,ÇAYIR D. ÇAYIRDEREKÖY,41.7083,27.5306,243,50
Point (27.613900000000001 41.71940000000000026),D01A069,DOLAPDERE ISLAMBEYLİ,41.7194,27.6139,345,10
Point (29.41669999999999874 40.03439999999999799),D02A030,Kocadere SÖLÖZ,40.0344,29.4167,98,76
Point (29.41720000000000113 40.39280000000000115),D02A030,KOCADERE SÖLÖZ,40.3928,29.4172,98,76
Point (28.3127999999999993 41.37919999999999732),D02A028,ISTIRANCA DERE KARAMANDERE,41.3792,28.3128,32,287
Point (28.3127999999999993 41.38000000000000256),D02A028,ISTIRANCA D. KARAMANDERE,41.38,28.3128,32,287
Point (29.68530000000000157 40.46809999999999974),D02A031,Karadere ÇAKIRCA,40.4681,29.6853,11,234
Point (27.05969999999999942 40.77139999999999986),D02A032,ISIKLAR D. EMİRALİ,40.7714,27.0597,67,228
